city,admin_name,country,population,lat,lng
Ubaíra,Bahia,Brazil,18626,-13.2678,-39.6628
Sanharó,Pernambuco,Brazil,18624,-8.3608,-36.5658
Vellmar,Hesse,Germany,18622,51.3500,9.4667
Bergneustadt,North Rhine-Westphalia,Germany,18621,51.0333,7.6500
Ballincollig,Cork,Ireland,18621,51.8833,-8.5833
Londerzeel,Flanders,Belgium,18620,51.0000,4.3000
Seara,Santa Catarina,Brazil,18620,-27.1489,-52.3108
Pastavy,Vitsyebskaya Voblasts’,Belarus,18618,55.1167,26.8333
Vanino,Khabarovskiy Kray,Russia,18618,49.0873,140.2425
Medjedel,M’sila,Algeria,18616,35.1500,3.6833
Carlos Chagas,Minas Gerais,Brazil,18615,-17.7028,-40.7658
Volketswil,Zürich,Switzerland,18615,47.3906,8.6953
Tillsonburg,Ontario,Canada,18615,42.8667,-80.7333
Onga,Fukuoka,Japan,18609,33.8478,130.6683
Mullach Íde,Fingal,Ireland,18608,53.4508,-6.1544
Stannington,Sheffield,United Kingdom,18607,53.3960,-1.5360
Reriutaba,Ceará,Brazil,18606,-4.1419,-40.5819
Néa Erythraía,Attikí,Greece,18604,38.0833,23.8167
Nelidovo,Tverskaya Oblast’,Russia,18603,56.2167,32.8000
Ajnāla,Punjab,India,18602,31.8400,74.7600
Corinto,Chinandega,Nicaragua,18602,12.4833,-87.1833
Qutan,Qinghai,China,18601,36.3537,102.2970
São Gabriel,Bahia,Brazil,18600,-11.2289,-41.9119
Saylac,Awdal,Somalia,18600,11.3539,43.4731
Toshloq,Farg‘ona,Uzbekistan,18600,40.4808,71.7608
Leposaviq,Leposaviq,Kosovo,18600,43.1039,20.8028
Miyatoko,Fukuoka,Japan,18599,33.6992,130.9203
San Miguel,Manila,Philippines,18599,14.6000,121.0000
Timoktene,Adrar,Algeria,18598,27.0217,1.0150
Kalugumalai,Tamil Nādu,India,18596,9.1494,77.7057
Antombana,Antsiranana,Madagascar,18592,-14.9927,50.1695
Majhua,Bihār,India,18590,26.0140,87.3018
Valavanūr,Tamil Nādu,India,18589,11.9205,79.5785
Round Lake,Illinois,United States,18588,42.3435,-88.1059
Al Jawf,Al Kufrah,Libya,18587,24.2167,23.3000
Huércal de Almería,Andalusia,Spain,18584,36.8833,-2.4333
Sébikhotane,Dakar,Senegal,18582,14.7428,-17.1419
Jalakandāpuram,Tamil Nādu,India,18581,11.6986,77.8776
San Mauro Torinese,Piedmont,Italy,18581,45.1039,7.7536
Skara,Västra Götaland,Sweden,18580,58.3667,13.4167
Hem,Hauts-de-France,France,18579,50.6558,3.1886
Shika,Ishikawa,Japan,18579,37.0062,136.7780
Illertissen,Bavaria,Germany,18578,48.2167,10.0833
Rhynern,North Rhine-Westphalia,Germany,18578,51.6299,7.8581
Arcata,California,United States,18578,40.8615,-124.0758
Mohana,Madhya Pradesh,India,18577,25.9027,77.7715
Liuma,Guizhou,China,18576,25.6682,105.8732
Bensenville,Illinois,United States,18576,41.9579,-87.9442
Liancourt,Artibonite,Haiti,18574,19.1247,-72.5371
Narangba,Queensland,Australia,18573,-27.2022,152.9591
Kasongan,Kalimantan Tengah,Indonesia,18572,-1.8959,113.3878
Kronberg,Hesse,Germany,18569,50.1833,8.5000
Bougtob,El Bayadh,Algeria,18568,34.0425,0.0892
Tomaszów Lubelski,Lubelskie,Poland,18567,50.4500,23.4167
Miracema do Tocantins,Tocantins,Brazil,18566,-9.5669,-48.3919
Paluan,Occidental Mindoro,Philippines,18566,13.4200,120.4700
San Sebastián Salitrillo,Santa Ana,El Salvador,18566,13.9500,-89.6333
Erumakkuzhi,Kerala,India,18563,9.2833,76.5500
Zhosaly,Qyzylorda,Kazakhstan,18563,45.4893,64.0915
Pizarro,Chocó,Colombia,18561,4.9500,-77.3667
Bhadaur,Punjab,India,18561,30.4764,75.3306
Ocean Springs,Mississippi,United States,18561,30.4082,-88.7861
Ebbw Vale,Blaenau Gwent,United Kingdom,18558,51.7800,-3.2100
Coronado,California,United States,18558,32.6649,-117.1604
Hoppegarten,Brandenburg,Germany,18556,52.5167,13.6667
Hessisch Oldendorf,Lower Saxony,Germany,18556,52.1667,9.2500
Boom,Flanders,Belgium,18555,51.0833,4.3667
Mingjiujie,Yunnan,China,18555,23.4561,103.6506
Leteri,Madhya Pradesh,India,18555,24.0598,77.4086
Morros,Maranhão,Brazil,18554,-2.8639,-44.0389
Miracatu,São Paulo,Brazil,18553,-24.2808,-47.4600
Zākīyah,Rīf Dimashq,Syria,18553,33.3341,36.1588
Lessines,Wallonia,Belgium,18552,50.7167,3.8333
Matipó,Minas Gerais,Brazil,18552,-20.2839,-42.3408
Kumbhrāj,Madhya Pradesh,India,18552,24.3734,77.0484
Santa Brígida,Canary Islands,Spain,18551,28.0338,-15.4998
Mennzel Bou Zelfa,Nabeul,Tunisia,18551,36.6817,10.5847
Wheatfield,New York,United States,18551,43.0975,-78.8831
Mellacheruvu,Andhra Pradesh,India,18550,16.8173,79.9331
Shaogang,Ningxia,China,18548,38.1583,106.0661
Ban Mae Kha Tai,Chiang Mai,Thailand,18546,18.7352,98.9678
Ban Mae Hia Nai,Chiang Mai,Thailand,18546,18.7433,98.9640
Orhaneli,Bursa,Turkey,18543,39.9028,28.9875
Tárrega,Catalonia,Spain,18542,41.6469,1.1392
Konz,Rhineland-Palatinate,Germany,18539,49.7000,6.5833
Kothia,Bihār,India,18538,25.7612,84.8811
Aït Majdane,Béni Mellal-Khénifra,Morocco,18538,31.8514,-6.9658
Preakness,New Jersey,United States,18538,40.9382,-74.2242
Morro da Fumaça,Santa Catarina,Brazil,18537,-28.6508,-49.2100
Lahnstein,Rhineland-Palatinate,Germany,18536,50.3011,7.6056
Kulu,Himāchal Pradesh,India,18536,31.9500,77.1100
Colina,São Paulo,Brazil,18535,-20.7136,-48.5411
San Diego,Cesar,Colombia,18531,10.3375,-73.1825
Stabroek,Flanders,Belgium,18529,51.3333,4.3667
Santander,Cebu,Philippines,18527,9.4500,123.3300
Ba,Ba,Fiji,18526,-17.5333,177.6833
Rohār,Bihār,India,18526,25.9917,86.2366
Sokołów Podlaski,Mazowieckie,Poland,18526,52.4067,22.2464
Goffstown,New Hampshire,United States,18526,43.0190,-71.5680
Thalwil,Zürich,Switzerland,18525,47.2953,8.5647
Asunción Nochixtlán,Oaxaca,Mexico,18525,17.4500,-97.2167
Lodhwe,Bihār,India,18520,24.6404,85.2913
Foxborough,Massachusetts,United States,18516,42.0627,-71.2461
Tessenderlo,Flanders,Belgium,18514,51.0679,5.0891
Guanzhai,Guizhou,China,18514,26.2697,105.3089
Kharabali,Astrakhanskaya Oblast’,Russia,18514,47.4050,47.2556
Santa Cruz Zenzontepec,Oaxaca,Mexico,18512,16.5333,-97.5000
Bilar,Bohol,Philippines,18512,9.7000,124.1000
Franklin Farm,Virginia,United States,18509,38.9133,-77.3969
Galhinna,Central,Sri Lanka,18507,7.4162,80.5639
Tādikonda,Andhra Pradesh,India,18505,16.4167,80.4542
Madre de Deus,Bahia,Brazil,18504,-12.7408,-38.6208
Anicuns,Goiás,Brazil,18503,-16.4608,-49.9619
Tatsuno,Nagano,Japan,18503,35.9824,137.9876
Pālaiyampatti,Tamil Nādu,India,18502,9.5392,78.0984
Barentu,Gash-Barka,Eritrea,18500,15.1167,37.6000
Appley Bridge,Lancashire,United Kingdom,18500,53.5790,-2.7210
Hässleholm,Skåne,Sweden,18500,56.1568,13.7702
Buikwe,Buikwe,Uganda,18500,0.3442,33.0300
Moissy-Cramayel,Île-de-France,France,18498,48.6269,2.5931
Rawmarsh,Rotherham,United Kingdom,18498,53.4636,-1.3439
Ghedi,Lombardy,Italy,18497,45.4020,10.2803
Kirovgrad,Sverdlovskaya Oblast’,Russia,18497,57.4350,60.0561
Potirendaba,São Paulo,Brazil,18496,-21.0428,-49.3769
Vechelde,Lower Saxony,Germany,18496,52.2608,10.3720
Ammon,Idaho,United States,18496,43.4745,-111.9568
Rhaude,Lower Saxony,Germany,18495,53.1667,7.5500
Bitkine,Guéra,Chad,18495,11.9817,18.2125
Seabrook,Maryland,United States,18495,38.9802,-76.8502
Misato,Akita,Japan,18493,39.4211,140.5439
Panama City Beach,Florida,United States,18493,30.2370,-85.8776
Kalynivka,Vinnytska Oblast,Ukraine,18492,49.4472,28.5231
Oxon Hill,Maryland,United States,18491,38.7884,-76.9727
Chubek,Khatlon,Tajikistan,18490,37.6167,69.7000
Busovača,Bosnia and Herzegovina,Bosnia and Herzegovina,18488,44.0978,17.8783
Glenvar Heights,Florida,United States,18488,25.7090,-80.3155
Gelligaer,Caerphilly,United Kingdom,18484,51.6667,-3.2500
Staines-upon-Thames,Surrey,United Kingdom,18484,51.4340,-0.5110
Unquillo,Córdoba,Argentina,18483,-31.2333,-64.3167
Zagarolo,Lazio,Italy,18483,41.8333,12.8333
Piñas,El Oro,Ecuador,18482,-3.6806,-79.6806
Fátima,Bahia,Brazil,18481,-10.6000,-38.2169
Crimmitschau,Saxony,Germany,18479,50.8181,12.3875
Castaic,California,United States,18479,34.4818,-118.6316
Sirvel,Andhra Pradesh,India,18478,15.3170,78.5330
Sharon,Massachusetts,United States,18478,42.1085,-71.1830
Fushë-Krujë,Durrës,Albania,18477,41.4833,19.7167
Kherāmeh,Fārs,Iran,18477,29.4992,53.3131
Ajaigarh,Madhya Pradesh,India,18476,24.8988,80.2592
Tinoc,Ifugao,Philippines,18475,16.6750,120.9367
Giszowiec,Śląskie,Poland,18475,50.2236,19.0694
Nederland,Texas,United States,18475,29.9707,-94.0015
Tirmalgiri,Andhra Pradesh,India,18474,17.4746,79.4361
Qaşr-e Shīrīn,Kermānshāh,Iran,18473,34.5117,45.5792
Chernogolovka,Moskovskaya Oblast’,Russia,18472,56.0000,38.3667
Zephyrhills,Florida,United States,18471,28.2409,-82.1797
Bedlington,Northumberland,United Kingdom,18470,55.1330,-1.5830
Sacavém,Lisboa,Portugal,18469,38.7944,-9.1053
Alcântara,Maranhão,Brazil,18467,-2.4089,-44.4150
El Astillero,Cantabria,Spain,18467,43.4017,-3.8194
Cognac,Nouvelle-Aquitaine,France,18466,45.7000,-0.3300
Hostomel,Kyivska Oblast,Ukraine,18466,50.5692,30.2653
Taft,Yazd,Iran,18464,31.7494,54.2089
Castel Maggiore,Emilia-Romagna,Italy,18462,44.5778,11.3617
Çatak,Van,Turkey,18462,38.0086,43.0597
Kotanchēri,Kerala,India,18461,11.4719,75.9690
Kunitomi,Miyazaki,Japan,18460,31.9906,131.3236
North Decatur,Georgia,United States,18460,33.8074,-84.2889
Greene,Pennsylvania,United States,18460,39.9543,-77.5668
Pio IX,Piauí,Brazil,18459,-6.8375,-40.5792
Kannapuram,Kerala,India,18459,11.9691,75.3208
Oskū,Āz̄arbāyjān-e Sharqī,Iran,18459,37.9161,46.1244
Nara,Koulikoro,Mali,18459,15.1800,-7.2800
Lagoa da Canoa,Alagoas,Brazil,18457,-9.8300,-36.7378
Sarıkaya,Yozgat,Turkey,18457,39.4936,35.3769
Centralia,Washington,United States,18457,46.7223,-122.9696
Od,Gujarāt,India,18454,22.6219,73.1161
Kāriyāpatti,Tamil Nādu,India,18454,9.6741,78.1007
Mill Hill,Barnet,United Kingdom,18451,51.6200,-0.2300
Matelândia,Paraná,Brazil,18450,-25.2408,-53.9958
Fort Carson,Colorado,United States,18447,38.7095,-104.7720
Shimokodanaka,Tōkyō,Japan,18446,35.6616,139.6666
Ngolonianasso,Sikasso,Mali,18446,12.4269,-5.6831
Narlıca,Hatay,Turkey,18445,36.2333,36.2167
Coalcomán de Vásquez Pallares Uno,Michoacán,Mexico,18444,18.6442,-103.1267
Coalcomán de Vázquez Pallares,Michoacán,Mexico,18444,18.7833,-103.1667
Lodeynoye Pole,Leningradskaya Oblast’,Russia,18444,60.7167,33.5500
Newburyport,Massachusetts,United States,18444,42.8124,-70.8878
Haaltert,Flanders,Belgium,18443,50.9000,4.0000
Newton,Kansas,United States,18443,38.0368,-97.3449
Achocalla,La Paz,Bolivia,18442,-16.5833,-68.1667
Kassaro,Kayes,Mali,18442,12.9517,-8.8781
Jucuapa,Usulután,El Salvador,18442,13.5167,-88.3833
Hellemmes-Lille,Hauts-de-France,France,18437,50.6167,3.1167
Fairwood,Washington,United States,18437,47.4467,-122.1430
Zhangshicun,Guangdong,China,18436,24.5477,113.5240
Baena,Andalusia,Spain,18436,37.6167,-4.3167
Choi Hung,,Hong Kong,18435,22.3350,114.2067
Astrea,Cesar,Colombia,18434,9.5000,-73.9833
Dumjor,West Bengal,India,18433,22.6400,88.2200
Baliangao,Misamis Occidental,Philippines,18433,8.6700,123.6000
Ponedera,Atlántico,Colombia,18430,10.6500,-74.7500
Staveley,Derbyshire,United Kingdom,18428,53.2694,-1.3484
Khotyn,Chernivetska Oblast,Ukraine,18426,48.5069,26.4903
Mukkūdal,Tamil Nādu,India,18420,8.7431,77.5225
Dover,New Jersey,United States,18420,40.8859,-74.5597
Sudley,Virginia,United States,18420,38.7878,-77.4961
Montrouis,Ouest,Haiti,18419,18.9511,-72.7057
Castelfidardo,Marche,Italy,18419,43.4642,13.5461
Loreto,Concepción,Paraguay,18419,-23.2747,-57.3269
San Vicente Pacaya,Escuintla,Guatemala,18417,14.4161,-90.6392
Fatick,Fatick,Senegal,18416,14.3167,-16.4167
Devadānappatti,Tamil Nādu,India,18415,10.1467,77.6439
Basse Santa Su,Upper River,Gambia,18414,13.3167,-14.2167
Unhel,Madhya Pradesh,India,18414,23.3379,75.5593
Hardinxveld-Giessendam,Zuid-Holland,Netherlands,18413,51.8300,4.8700
Belo Campo,Bahia,Brazil,18412,-15.0378,-41.2600
Arroyo Grande,California,United States,18412,35.1241,-120.5845
Pomáz,Pest,Hungary,18410,47.6472,19.0269
El Alia,Bizerte,Tunisia,18410,37.1667,10.0333
Tordera,Catalonia,Spain,18409,41.7008,2.7200
Tilothu,Bihār,India,18406,24.8051,84.0833
San Blas Atempa,Oaxaca,Mexico,18406,16.3167,-95.2167
Wörth am Rhein,Rhineland-Palatinate,Germany,18405,49.0517,8.2603
Vlotho,North Rhine-Westphalia,Germany,18403,52.1667,8.8497
Quitandinha,Paraná,Brazil,18398,-25.8719,-49.4978
Kumārapuram,Tamil Nādu,India,18398,8.2922,77.3215
Szamotuły,Wielkopolskie,Poland,18398,52.6000,16.5833
Santa Marinella,Lazio,Italy,18397,42.0333,11.8500
Langen,Lower Saxony,Germany,18395,53.6167,8.5833
Srikhanda,West Bengal,India,18394,23.5981,88.0799
Tallmadge,Ohio,United States,18394,41.1023,-81.4216
Inhapi,Alagoas,Brazil,18392,-9.2214,-37.7486
East Goshen,Pennsylvania,United States,18392,39.9934,-75.5478
Aragarças,Goiás,Brazil,18390,-15.8978,-52.2508
Tinajeros,Malabon,Philippines,18387,14.6733,120.9690
Longjia,Hainan,China,18385,19.1487,110.3209
Oconomowoc,Wisconsin,United States,18385,43.0996,-88.4948
Rio Maria,Pará,Brazil,18384,-7.3108,-50.0478
Bhawānīpur,Bihār,India,18384,26.4361,84.7356
Itapororoca,Paraíba,Brazil,18382,-6.8300,-35.2469
Pornic,Pays de la Loire,France,18382,47.1167,-2.1000
Sanpaicun,Guangdong,China,18381,34.8000,104.3167
Bracciano,Lazio,Italy,18380,42.1000,12.1833
Albert Lea,Minnesota,United States,18379,43.6548,-93.3643
Walcourt,Wallonia,Belgium,18376,50.2534,4.4347
Straşeni,Străşeni,Moldova,18376,47.1414,28.6103
Cesário Lange,São Paulo,Brazil,18375,-23.2267,-47.9531
North Aurora,Illinois,United States,18375,41.8086,-88.3414
Bellwood,Illinois,United States,18373,41.8829,-87.8762
Cuautitlán,Jalisco,Mexico,18370,19.4522,-104.3583
Clonmel,Tipperary,Ireland,18369,52.3550,-7.7039
Qatlūpur,Haryāna,India,18369,28.7733,77.1593
Mumford,Central,Ghana,18368,5.2618,-0.7590
Ronkonkoma,New York,United States,18368,40.8037,-73.1246
Agarpur,Bihār,India,18367,25.1957,87.0423
Filomeno Mata,Veracruz,Mexico,18367,20.2000,-97.7000
Baependi,Minas Gerais,Brazil,18366,-21.9589,-44.8900
Santiago Ixcuintla,Nayarit,Mexico,18365,21.8110,-105.2079
New River,Arizona,United States,18365,33.8835,-112.0858
São Benedito do Rio Preto,Maranhão,Brazil,18364,-3.3339,-43.5278
Châteauneuf-les-Martigues,Provence-Alpes-Côte d’Azur,France,18364,43.3838,5.1650
Olten,Solothurn,Switzerland,18362,47.3531,7.9078
Noci,Puglia,Italy,18361,40.8000,17.1333
Chhoti Sādri,Rājasthān,India,18360,24.3800,74.7000
Novyy Oskol,Belgorodskaya Oblast’,Russia,18359,50.7583,37.8736
Brook Park,Ohio,United States,18359,41.4036,-81.8219
Krasyliv,Khmelnytska Oblast,Ukraine,18356,49.6519,26.9706
Porto Real do Colégio,Alagoas,Brazil,18355,-10.1858,-36.8400
Campo de la Cruz,Atlántico,Colombia,18354,10.3778,-74.8814
Stekene,Flanders,Belgium,18352,51.2000,4.0333
San Rafael Pie de la Cuesta,San Marcos,Guatemala,18352,14.9333,-91.9167
Cagdianao,Dinagat Islands,Philippines,18350,9.9200,125.6700
Ferguson,Missouri,United States,18350,38.7490,-90.2950
Saladas,Corrientes,Argentina,18349,-28.2500,-58.6167
Ammāpettai,Tamil Nādu,India,18349,10.7948,79.3199
Louviers,Normandie,France,18347,49.2200,1.1700
Almondbury,Kirklees,United Kingdom,18346,53.6344,-1.7489
Nāri Bhadaun,Bihār,India,18345,26.0065,86.2509
Buenavista,Córdoba,Colombia,18344,8.6805,-75.2554
Cortes,Bohol,Philippines,18344,9.7200,123.8800
Sendārappatti,Tamil Nādu,India,18342,11.4373,78.5215
Mineros,Santa Cruz,Bolivia,18340,-17.1178,-63.2331
Bonneuil-sur-Marne,Île-de-France,France,18340,48.7742,2.4875
Mirante do Paranapanema,São Paulo,Brazil,18338,-22.2919,-51.9064
Capoeiras,Pernambuco,Brazil,18338,-8.7350,-36.6269
Daryābād,Uttar Pradesh,India,18338,26.8922,81.5556
Caldas de Montbuy,Catalonia,Spain,18336,41.6292,2.1694
Pembroke,Massachusetts,United States,18335,42.0655,-70.8014
Xintian,Yunnan,China,18334,23.2845,103.4920
Picuí,Paraíba,Brazil,18333,-6.5550,-36.3489
Anandpur,Punjab,India,18333,31.2393,76.5025
Novopavlovka,Chüy,Kyrgyzstan,18332,42.8700,74.4800
Rizal,Laguna,Philippines,18332,14.1083,121.3917
Szigethalom,Pest,Hungary,18331,47.3228,19.0128
Cran-Gévrier,Auvergne-Rhône-Alpes,France,18330,45.9097,6.1107
Berea,Ohio,United States,18330,41.3696,-81.8641
Memuro-minami,Hokkaidō,Japan,18329,42.9167,143.0500
Sandaré,Kayes,Mali,18328,14.7000,-10.3000
South Fayette,Pennsylvania,United States,18328,40.3556,-80.1617
Shaoyu,Gansu,China,18327,34.0641,105.3651
Nuuk,Sermersooq,Greenland,18326,64.1767,-51.7361
Skýdra,Kentrikí Makedonía,Greece,18325,40.7667,22.1500
Bayshore Gardens,Florida,United States,18324,27.4345,-82.5793
Karuppur,Tamil Nādu,India,18321,11.7170,78.0924
Pathum Thani,Pathum Thani,Thailand,18320,14.0500,100.4833
Tha Bo,Nong Khai,Thailand,18320,17.8500,102.5814
Melzo,Lombardy,Italy,18318,45.5000,9.4167
San José Tenango,Oaxaca,Mexico,18316,18.1500,-96.7333
Plymouth,Pennsylvania,United States,18316,40.1115,-75.2976
Talata-Volonondry,Antananarivo,Madagascar,18314,-18.7501,47.6435
Riachão do Dantas,Sergipe,Brazil,18313,-11.0689,-37.7250
Pully,Vaud,Switzerland,18313,46.5167,6.6667
Fâches-Thumesnil,Hauts-de-France,France,18310,50.5994,3.0744
Cheriāl,Andhra Pradesh,India,18310,17.9264,78.9719
Pontalina,Goiás,Brazil,18309,-17.5258,-49.4489
Morretes,Paraná,Brazil,18309,-25.4769,-48.8339
Gerd Farāmarz Shāhedīyeh,Yazd,Iran,18309,31.9417,54.2677
Abrandābād-e Shāhedīyeh,Yazd,Iran,18309,31.9383,54.2786
Kitagata,Gifu,Japan,18308,35.4333,136.6833
Nossombougou,Koulikoro,Mali,18306,13.0967,-7.9342
Nehbandān,Khorāsān-e Jonūbī,Iran,18304,31.5411,60.0397
Mangualde,Viseu,Portugal,18303,40.6058,-7.7658
Fairmont,West Virginia,United States,18303,39.4768,-80.1491
Belém de São Francisco,Pernambuco,Brazil,18301,-8.7578,-38.9639
Niles,Ohio,United States,18301,41.1879,-80.7531
Hadleigh,Essex,United Kingdom,18300,51.5535,0.6095
Do’stlik Shahri,Jizzax,Uzbekistan,18300,40.5247,68.0358
South Orange Village,New Jersey,United States,18299,40.7491,-74.2602
Sint-Genesius-Rode,Flanders,Belgium,18296,50.7500,4.3500
Chennevières-sur-Marne,Île-de-France,France,18295,48.7983,2.5339
Ommen,Overijssel,Netherlands,18295,52.5167,6.4167
Volochysk,Khmelnytska Oblast,Ukraine,18295,49.5333,26.1667
Colonia,New Jersey,United States,18294,40.5926,-74.3148
Rutigliano,Puglia,Italy,18293,40.9969,17.0069
Aveiro,Pará,Brazil,18290,-3.6058,-55.3319
Bischheim,Grand Est,France,18289,48.6144,7.7528
Taung,North West,South Africa,18289,-27.5625,24.7481
Lake Ronkonkoma,New York,United States,18289,40.8297,-73.1128
Sakouéba,Ségou,Mali,18282,13.3117,-6.2797
Lenoir,North Carolina,United States,18282,35.9094,-81.5249
Navraftor,Khatlon,Tajikistan,18281,37.7333,68.7667
East St. Louis,Illinois,United States,18278,38.6155,-90.1304
Fomboni,Mohéli,Comoros,18277,-12.2800,43.7425
Santa Fe,Nueva Vizcaya,Philippines,18276,16.1592,120.9378
Paraibano,Maranhão,Brazil,18274,-6.4328,-43.9839
Rāmpur,West Bengal,India,18274,26.4424,89.8038
Syosset,New York,United States,18274,40.8157,-73.5020
Mannara,Kerala,India,18273,8.5614,77.1263
Kristiansund,Møre og Romsdal,Norway,18273,63.1105,7.7279
Hampton,Pennsylvania,United States,18273,40.5844,-79.9534
Rosendaël,Hauts-de-France,France,18272,51.0413,2.4037
Bni Bouayach,Tanger-Tétouan-Al Hoceïma,Morocco,18271,35.1051,-3.8403
Parchim,Mecklenburg-Western Pomerania,Germany,18270,53.4167,11.8333
Karcag,Jász-Nagykun-Szolnok,Hungary,18270,47.3167,20.9333
Kasba Maker,Bihār,India,18267,25.9591,85.0316
Jussara,Goiás,Brazil,18266,-15.8650,-50.8678
Paraibuna,São Paulo,Brazil,18263,-23.3861,-45.6622
Lake Shore,Maryland,United States,18263,39.1030,-76.4876
Yupiltepeque,Jutiapa,Guatemala,18262,14.2000,-89.7833
Siloe,Mohale’s Hoek,Lesotho,18261,-29.9836,27.2792
Shenandoah,Louisiana,United States,18259,30.4019,-91.0020
Sahel,Tanger-Tétouan-Al Hoceïma,Morocco,18258,34.9667,-4.5500
Luz,Minas Gerais,Brazil,18257,-19.8008,-45.6858
Ban Mai,Nakhon Ratchasima,Thailand,18255,14.9658,102.0205
Monte Cristo,Córdoba,Argentina,18254,-31.3431,-63.9444
Regensdorf,Zürich,Switzerland,18253,47.4383,8.4744
Fanipal’,Minskaya Voblasts’,Belarus,18252,53.7500,27.3333
Yoichi,Hokkaidō,Japan,18252,43.2000,140.7833
San Carlos Park,Florida,United States,18252,26.4765,-81.8193
Ansfelden,Oberösterreich,Austria,18251,48.2083,14.2889
Mūlanūr,Tamil Nādu,India,18251,10.7943,77.7115
Shuangluan,Hebei,China,18250,40.9611,117.7962
Asakapalle,Andhra Pradesh,India,18247,17.7364,83.3000
Mathurāpur,Bihār,India,18247,25.5112,86.4557
Somerset,Massachusetts,United States,18246,41.7404,-71.1612
Shaw,Oldham,United Kingdom,18245,53.5783,-2.0951
Pisz,Warmińsko-Mazurskie,Poland,18245,53.6167,21.8000
Johnstown,Pennsylvania,United States,18245,40.3260,-78.9194
Püttlingen,Saarland,Germany,18243,49.2833,6.8833
Nārāyankher,Andhra Pradesh,India,18243,18.0333,77.7833
Plast,Chelyabinskaya Oblast’,Russia,18243,54.3833,60.8167
Sycamore,Illinois,United States,18243,41.9957,-88.6821
Monforte de Lemos,Galicia,Spain,18242,42.5164,-7.5161
Trenton,Michigan,United States,18242,42.1394,-83.1929
Sivandipuram,Tamil Nādu,India,18241,8.7811,77.3428
Santa Iria da Azóia,Lisboa,Portugal,18240,38.8464,-9.0881
Bönen,North Rhine-Westphalia,Germany,18239,51.5986,7.7592
Carrigaline,Cork,Ireland,18239,51.8117,-8.3986
Had Zraqtane,Marrakech-Safi,Morocco,18239,31.4500,-7.4000
Comodoro,Mato Grosso,Brazil,18238,-13.6593,-59.7941
Kānp,Bihār,India,18237,25.8337,86.7402
Härnösand,Västernorrland,Sweden,18236,62.6323,17.9379
Calera de Tango,Región Metropolitana,Chile,18235,-33.6302,-70.7616
Priozërsk,Leningradskaya Oblast’,Russia,18235,61.0500,30.1333
Fulwood,Sheffield,United Kingdom,18233,53.3650,-1.5440
Franklin Park,Illinois,United States,18233,41.9361,-87.8794
Antanambao,Antsiranana,Madagascar,18232,-15.1669,50.3612
Málaga,Santander,Colombia,18230,6.7833,-72.6667
Thala,Kasserine,Tunisia,18230,35.5667,8.6667
Eski-Nookat,Osh,Kyrgyzstan,18228,40.2713,72.6131
Mount Washington,Kentucky,United States,18228,38.0430,-85.5551
Kottukal,Kerala,India,18227,8.8833,76.9000
Surovikino,Volgogradskaya Oblast’,Russia,18227,48.6000,42.8500
Júlio de Castilhos,Rio Grande do Sul,Brazil,18226,-29.2269,-53.6819
Manga,Minas Gerais,Brazil,18226,-14.7558,-43.9322
Budrio,Emilia-Romagna,Italy,18226,44.5374,11.5344
Concord,Massachusetts,United States,18226,42.4620,-71.3639
